KEGG	Name	Formula	MetaNetX	ModelSEED	BiGG	ChEBI	MetaCyc	SABIO-RK	Reactome
C00165	Diacylglycerol	C5H6O5R2	MNXM738569						
C00166	Phenylpyruvate	C9H8O3	MNXM730221	cpd00143	phpyr	18005;30851	PHENYL-PYRUVATE	1957	R-ALL-2160466
C00167	UDP-glucuronate	C15H22N2O18P2	MNXM1104890	cpd00144	udpglcur	17200;58052	UDP-GLUCURONATE	22782;3916	R-ALL-158601;R-ALL-174384;R-ALL-1889970
C00168	Hydroxypyruvate	C3H4O4	MNXM392	cpd00145	hpyr	17180;30841	OH-PYR	1959	
C00169	Carbamoyl phosphate	CH4NO5P	MNXM138	cpd00146	cbp	17672;58228	CARBAMOYL-P	1311	R-ALL-111647;R-ALL-29676
C00170	5'-Methylthioadenosine	C11H15N5O3S	MNXM1101977	cpd00147	5mta	17509	5-METHYLTHIOADENOSINE	1960	R-ALL-353106
C00171	5'-Phosphomononucleotide	C5H10O7PR	MNXM737909						
C00172	3'-Phosphooligonucleotide	C10H19O16P3R2(C5H8O6PR)n	MNXM94201	cpd11627					
C00173	Acyl-[acyl-carrier protein]	C3H4OSR2	MNXM729094						
C00174	Acid		MNXM162495	cpd11629					
C00175	Cobalt ion	Co	MNXM90960	cpd00149	cobalt2	176615;48828	CO+2	23	
C00176	Flavin	C12H9N4O2R	MNXM729100			30527;60531	Ox-NADPH-Hemoprotein-Reductases;Oxidized-Flavins;Oxidized-Flavoproteins		
C00177	Cyanide ion	CN	MNXM1107738			17514	CPD-13584	2269	
C00178	Thymine	C5H6N2O2	MNXM386	cpd00151	thym	17821	THYMINE	60	R-ALL-29692;R-ALL-83959;R-ALL-83960
C00179	Agmatine	C5H14N4	MNXM328	cpd00152	agm	17431;58145	AGMATHINE	4059	R-ALL-351164;R-ALL-549309
C00180	Benzoate	C7H6O2	MNXM217	cpd00153	bz	16150;30746	BENZOATE	1912	R-ALL-159446
C00181	D-Xylose	C5H10O5	MNXM169454	cpd00154;cpd28748	xyl__D	53455	D-Xylopyranose		
C00182	Glycogen	C24H42O21	MNXM738131	cpd00155				1962	
C00183	L-Valine	C5H11NO2	MNXM199	cpd00156;cpd15141	val__L	16414;176648;27266;32851;32852;32859;32860;57762;87977	VAL	23113;68	R-ALL-113540;R-ALL-29702;R-ALL-351992
C00184	Glycerone	C3H6O3	MNXM460	cpd00157	dha	16016	DIHYDROXYACETONE	1963	
C00185	Cellobiose	C12H22O11	MNXM726888	cpd00158	cellb	17057	CPD-15975		
C00186	(S)-Lactate	C3H6O3	MNXM731835	cpd00159	lac__L	16651;422	L-LACTATE	1312	R-ALL-29708;R-ALL-373863
C00187	Cholesterol	C27H46O	MNXM726122	cpd00160	chsterol	16113;172955	CHOLESTEROL		R-ALL-163586;R-ALL-171069;R-ALL-171083;R-ALL-171095;R-ALL-171135;R-ALL-171149;R-ALL-174672;R-ALL-176478;R-ALL-193156;R-ALL-193384;R-ALL-193840;R-ALL-196084;R-ALL-216762;R-ALL-2239405;R-ALL-2429660
C00188	L-Threonine	C4H9NO3	MNXM142	cpd00161	thr__L	16857;26986;32820;32822;32832;32833;57926	THR	27463;76	R-ALL-351990;R-ALL-352000;R-ALL-379706
C00189	Ethanolamine	C2H7NO	MNXM218	cpd00162	etha;etham	16000;57603	ETHANOL-AMINE	1965	R-ALL-1498751
C00190	UDP-D-xylose	C14H22N2O16P2	MNXM1104370	cpd00163	udpxyl	16082;57632	UDP-D-XYLOSE	3926;3927	R-ALL-742353;R-ALL-742361
C00191	D-Glucuronate	C6H10O7	MNXM1105765	cpd00164	glcur	47952;58720	D-Glucopyranuronate		
C00192	Hydroxylamine	NH3O	MNXM730229	cpd00165	ham	15429;29772;29773	HYDROXYLAMINE	1967	
C00193	Aromatic aldehyde	C7H6O	MNXM371	cpd00225;cpd11631	bzal	17169	BENZALDEHYDE	2000	
C00194	Cobamide coenzyme	C72H100CoN18O17P	MNXM1104551	cpd00166	adocbl	18408	ADENOSYLCOBALAMIN	1969	R-ALL-3159297
C00195	N-Acylsphingosine	C19H36NO3R	MNXM1105908						
C00196	2,3-Dihydroxybenzoate	C7H6O4	MNXM455	cpd00168	23dhb	18026;36654	2-3-DIHYDROXYBENZOATE	1970	
C00197	3-Phospho-D-glycerate	C3H7O7P	MNXM727604	cpd00169;cpd30741	3pg	17050;17794;57998;58272;88005	G3P	21216;30	R-ALL-29728
C00198	D-Glucono-1,5-lactone	C6H10O6	MNXM728418	cpd00170;cpd26808	g15lac	16217;74105	D-Aldonolactones;GLC-D-LACTONE	1971;6101	
C00199	D-Ribulose 5-phosphate	C5H11O8P	MNXM145	cpd00171	ru5p__D	17363;37455;58121	RIBULOSE-5P	1313;22814	R-ALL-29732
C00200	Phenazine methosulfate	C13H11N2. CH3SO4	MNXM38233	cpd00172		8055	PMS	5019	
C00201	Nucleoside triphosphate	C5H12O13P3R	MNXM729016						
C00202	Isoflurophate	C6H14FO3P	MNXM4574	cpd00174		17941	DIISOPROPYL-FLUOROPHOSPHATE	5020	
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	MNXM1100890	cpd00175;cpd35508	uacgala;udpacgal	16650;57847;67138;67168	CPD-14795;UDP-N-ACETYL-GALACTOSAMINE	1972	R-ALL-735683;R-ALL-735700;R-ALL-8931886
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6	MNXM440	cpd00176	2ddglcn	17032;57990	2-DEHYDRO-3-DEOXY-D-GLUCONATE	1973;21127	
C00205	hn		MNXM162292	cpd11632					
C00206	dADP	C10H15N5O9P2	MNXM735047	cpd00177	dadp	16174;57667	DADP	1314	R-ALL-110090;R-ALL-110652;R-ALL-111783
C00207	Acetone	C3H6O	MNXM398	cpd00178	acetone	15347;78217	ACETONE	1974	
C00208	Maltose	C12H22O11	MNXM1106000	cpd00179;cpd01355	malt	17306	MALTOSE	1669;88	R-ALL-188986;R-ALL-868706
C00209	Oxalate	C2H2O4	MNXM291	cpd00180	oxa	132952;16995;30623;46904	OXALATE	1975	R-ALL-389819
C00210	Cobamide	C53H79CoN11O14P(R1)(R2)	MNXM736814	cpd00181					
C00211	Collagen	C4H6N2O3R2(C7H9N2O2R)n	MNXM738903			3815			
C00212	Adenosine	C10H13N5O4	MNXM1105760	cpd00182	adn	16335	ADENOSINE	1402	R-ALL-727755;R-ALL-83908;R-ALL-83909
C00213	Sarcosine	C3H7NO2	MNXM300	cpd00183	sarcs	15611;46842;46915;57433	N-Methyl-L-Amino-Acids;SARCOSINE	1976	
C00214	Thymidine	C10H14N2O5	MNXM420	cpd00184	thymd	17748;53527	THYMIDINE	1315	R-ALL-109508;R-ALL-727735;R-ALL-83922;R-ALL-83928
C00215	Nucleotide		MNXM735416						
C00216	D-Arabinose	C5H10O5	MNXM544	cpd00185	arab__D	46994	D-arabinopyranose		
C00217	D-Glutamate	C5H9NO4	MNXM331	cpd00186	glu__D	15966;29986;29989	D-GLT	1978	
C00218	Methylamine	CH5N	MNXM255	cpd00187	mma	16830;59338	METHYLAMINE	1979;27975	R-ALL-2161177
C00219	Arachidonate	C20H32O2	MNXM1107770	cpd00188	arachd	15843;32395	ARACHIDONIC_ACID	1980	R-ALL-140356;R-ALL-29768;R-ALL-400137;R-ALL-422506
C00220	Methylene blue	C16H18N3S. Cl	MNXM95292	cpd00189		6872			
C00221	beta-D-Glucose	C6H12O6	MNXM1105026	cpd00190	glc_D_B;glc__bD	15903	GLC	1378	
C00222	3-Oxopropanoate	C3H4O3	MNXM244	cpd00191	msa	17960;33190	MALONATE-S-ALD	1981	R-ALL-909783
C00223	p-Coumaroyl-CoA	C30H42N7O18P3S	MNXM1102789	cpd00192	coucoa	15499;57355;85008;85531	P-COUMAROYL-COA	1982	
C00224	Adenylyl sulfate	C10H14N5O10PS	MNXM1103086	cpd00193	aps	17709;58243	APS	1803;30223	R-ALL-174370
C00225	Methyl viologen	C12H14N2. 2Cl	MNXM726935	cpd00194		28786		5025	
C00226	Primary alcohol	CH3OR	MNXM730356						
C00227	Acetyl phosphate	C2H5O5P	MNXM280	cpd00196	actp	13711;15350;22191	ACETYL-P	1316	
C00229	Acyl-carrier protein	HSR	MNXM740694						
C00230	3,4-Dihydroxybenzoate	C7H6O4	MNXM1137687	cpd00197;cpd28658;cpd28745		36062;36241	3-4-DIHYDROXYBENZOATE	1983	R-ALL-175977
C00231	D-Xylulose 5-phosphate	C5H11O8P	MNXM186	cpd00198	xu5p__D	16332;27354;57737	XYLULOSE-5-PHOSPHATE	1317	R-ALL-29790
C00232	Succinate semialdehyde	C4H6O3	MNXM172	cpd00199	sucsal	16265;26805;57706	SUCC-S-ALD	1984	R-ALL-880046
C00233	4-Methyl-2-oxopentanoate	C6H10O3	MNXM404	cpd00200	4mop	17865;48430	2K-4CH3-PENTANOATE	1985	R-ALL-113598;R-ALL-70701
C00234	10-Formyltetrahydrofolate	C20H23N7O7	MNXM1102376	cpd00201	10fthf	15637;57454	10-FORMYL-THF	1318	R-ALL-419151;R-ALL-5389850
C00235	Dimethylallyl diphosphate	C5H12O7P2	MNXM132	cpd00202	dmpp	16057;57623	CPD-4211	1986	R-ALL-191324
C00236	3-Phospho-D-glyceroyl phosphate	C3H8O10P2	MNXM1108073	cpd00203	13dpg	16001;57604	DPG	21215	R-ALL-29800
C00237	CO	CO	MNXM726637		co	17245	CARBON-MONOXIDE	1987	R-ALL-189385
C00238	Potassium cation	K	MNXM95	cpd00205	k	176608;29103	K+	21	R-ALL-29804;R-ALL-5626313;R-ALL-74126
C00239	dCMP	C9H14N3O7P	MNXM266	cpd00206	dcmp	15918;57566	DCMP	63	R-ALL-109378;R-ALL-109758
C00240	rRNA	C15H25O16P2R3	MNXM95734	cpd11635		18111		3037	
C00241	Amide	CH2NOR	MNXM94421	cpd11636		32988			
C00242	Guanine	C5H5N5O	MNXM733114	cpd00207	gua	16235	GUANINE	59	R-ALL-83955;R-ALL-83956
C00243	Lactose	C12H22O11	MNXM1104432	cpd03809	lcts	17716	CPD-15972		R-ALL-188973;R-ALL-5653871
C00244	Nitrate	HNO3	MNXM732399			48107	CPD-15028	1988	
C00245	Taurine	C2H7NO3S	MNXM282	cpd00210	taur	15891;32970;507393	TAURINE	1989	R-ALL-159420;R-ALL-193513;R-ALL-352014
C00246	Butanoic acid	C4H8O2	MNXM458	cpd00211	but	17968;30772	BUTYRIC_ACID	1911	R-ALL-429760;R-ALL-76179
C00247	L-Sorbose	C6H12O6	MNXM1107851	cpd00212		48649	CPD-9569	1509	
C00248	Lipoamide	C8H15NOS2	MNXM1024	cpd00213	lpam	17460;83094	LIPOAMIDE	1320	R-ALL-29824
C00249	Hexadecanoic acid	C16H32O2	MNXM108	cpd00214	hdca	15756;168544;7896	PALMITATE	1990	R-ALL-2453691;R-ALL-3632881;R-ALL-390435;R-ALL-400150;R-ALL-400452;R-ALL-426576;R-ALL-76168
C00250	Pyridoxal	C8H9NO3	MNXM311	cpd00215	pydx	131530;17310	PYRIDOXAL	1991	R-ALL-965131
C00251	Chorismate	C10H10O6	MNXM337	cpd00216	chor	17333;29748	CHORISMATE	1992	R-ALL-964856
C00252	Isomaltose	C12H22O11	MNXM1107787	cpd00217	HC00229;isomal	28189	Isomaltose	1993	R-ALL-5659875
C00253	Nicotinate	C6H5NO2	MNXM274	cpd00218	nac;nicnt	145116;15940;32544	NIACINE	1994	R-ALL-197230;R-ALL-444714
C00254	Prephenate	C10H10O6	MNXM737312	cpd00219	pphn	16666;29934;57852;84387	PREPHENATE	1995	
C00255	Riboflavin	C17H20N4O6	MNXM270	cpd00220	ribflv	17015;57986	RIBOFLAVIN	1996	R-ALL-196931;R-ALL-3165253
C00256	(R)-Lactate	C3H6O3	MNXM731834	cpd00221	lac__D	16004;42111	D-LACTATE	1997;2284	
C00257	D-Gluconic acid	C6H12O7	MNXM341	cpd00222	glcn;glcn__D	18391;24265;24266;33198	GLUCONATE	1998;23420	
C00258	D-Glycerate	C3H6O4	MNXM732052	cpd00223	glyc__R	16659;32398	GLYCERATE	1999;3917	
C00259	L-Arabinose	C5H10O5	MNXM461	cpd00224		17535;30849	L-arabinopyranose		
C00261	Benzaldehyde	C7H6O	MNXM371	cpd00225;cpd11631	bzal	17169	BENZALDEHYDE	2000	
C00262	Hypoxanthine	C5H4N4O	MNXM732487	cpd00226	hxan	17368	HYPOXANTHINE	1321;5528	R-ALL-113599;R-ALL-29850;R-ALL-83957
C00263	L-Homoserine	C4H9NO3	MNXM353	cpd00227	hom__L	15699;57476	HOMO-SER	2001	
C00264	3-Oxoacyl-CoA	C24H37N7O18P3SR	MNXM728005						
C00265	Dithiothreitol	C4H10O2S2	MNXM735884	cpd00228	dtt	18320;25189;42106	DITHIOTHREITOL	2003	
C00266	Glycolaldehyde	C2H4O2	MNXM734590	cpd00229	gcald	17071	GLYCOLALDEHYDE	2004	
C00267	alpha-D-Glucose	C6H12O6	MNXM1105027	cpd19001	Glc_aD;glc__aD	17925;88300	ALPHA-GLUCOSE	1364	R-ALL-113780;R-ALL-1605745;R-ALL-170829;R-ALL-70113;R-ALL-70115;R-ALL-964746
C00268	Dihydrobiopterin	C9H13N5O3	MNXM730235	cpd00231	dhbpt	140754;20680;43120	6-7-Dihydrobiopterins;CPD-15159	2005	R-ALL-71129
C00269	CDP-diacylglycerol	C14H19N3O15P2R2	MNXM1104246						
C00270	N-Acetylneuraminate	C11H19NO9	MNXM1106046	cpd00232;cpd27569		17012;35418	N-ACETYLNEURAMINATE	2006	R-ALL-4085414;R-ALL-428633;R-ALL-428639;R-ALL-975925
C00272	Tetrahydrobiopterin	C9H15N5O3	MNXM1106144	cpd00233	thptn	59560	CPD-14053		
C00273	5-Dehydro-D-fructose	C6H10O6	MNXM855	cpd00234		17011	CPD-382	1620	
C00275	D-Mannose 6-phosphate	C6H13O9P	MNXM1105857	cpd00235	man6p	43896;48066;58735;60332	CPD-15979;MANNOSE-6P	1323;24709	
C00279	D-Erythrose 4-phosphate	C4H9O7P	MNXM258	cpd00236	e4p	16897;48153	ERYTHROSE-4P	1324	R-ALL-29878
C00280	Androstenedione	C19H26O2	MNXM730402	cpd00237	andrstndn	16422	ANDROST4ENE	5029	R-ALL-193079;R-ALL-5618075
C00282	Hydrogen	H2	MNXM1108018	cpd11640	h2	18276;29237;29238;29294;29298;29299	HYDROGEN-MOLECULE		R-ALL-113555
C00283	Hydrogen sulfide	H2S	MNXM124865	cpd00239;cpd24697	HC00250;h2s	16136;29919;30488;30489;37180	CPD-846;HS	2007	R-ALL-1614532;R-ALL-1655881;R-ALL-1663154
C00284	EDTA	C10H16N2O8	MNXM155656	cpd00240		42191;63131;64755	EDTA		
C00286	dGTP	C10H16N5O13P3	MNXM344	cpd00241	dgtp	16497;57794;61429	DGTP	1675	R-ALL-110672;R-ALL-110681;R-ALL-29892
C00288	HCO3-	HCO3	MNXM60	cpd00242	h2co3;hco3	17544;28976;41609	CO3;H2CO3;HCO3	1916;2275	R-ALL-111627;R-ALL-2101051;R-ALL-29896;R-ALL-425425
C00290	Fibrin		MNXM11580	cpd00243;cpd27068		5054	Fibrin	5032	
C00291	Nickel	Ni	MNXM731949	cpd37271		176575;28112			
C00292	Aniline	C6H7N	MNXM741	cpd00245		17296	ANILINE	5033	
C00294	Inosine	C10H12N4O5	MNXM1103335	cpd00246	ins	17596	INOSINE	1868	R-ALL-727739;R-ALL-83921;R-ALL-83927
C00295	Orotate	C5H4N2O4	MNXM235	cpd00247	orot	16742;30839	OROTATE	2009	R-ALL-76632
C00296	Quinate	C7H12O6	MNXM736788	cpd00248	quin	17521;29751	QUINATE	27312;5034	
C00297	Sulfide	SR2	MNXM740690	cpd30740		29830		3041	
C00298	Trypsin		MNXM22270	cpd11644;cpd28642		9765			
C00299	Uridine	C9H12N2O6	MNXM1103104	cpd00249	uri	16704	URIDINE	1326	R-ALL-109503;R-ALL-727787;R-ALL-83923;R-ALL-83929
C00300	Creatine	C4H9N3O2	MNXM728947	cpd00250	creat	16919;57947;66924	CREATINE	5036	R-ALL-200381;R-ALL-29916
C00301	ADP-ribose	C15H23N5O14P2	MNXM1104545	cpd00251	adprib	16960;57967	ADENOSINE_DIPHOSPHATE_RIBOSE	3120	R-ALL-1131972;R-ALL-2393945;R-ALL-5651834
C00302	Glutamate	C5H9NO4	MNXM741172	cpd19002;cpd27177		14321;18237;29987;76051	Glutamates	2010	
C00303	Glutamine	C5H10N2O3	MNXM37	cpd00053;cpd00253	gln__L	18050;28300;32665;32666;32678;32679;58359	GLN	2011;74	R-ALL-113522;R-ALL-212615;R-ALL-29472
C00304	Kanamycin	C18H33N3O10(R1)(R2)	MNXM741649						
C00305	Magnesium cation	Mg	MNXM653	cpd00254	mg2	176599;18420;39127	MG+2	1327	R-ALL-109496;R-ALL-114631;R-ALL-114632;R-ALL-140344;R-ALL-191328;R-ALL-200503;R-ALL-217314;R-ALL-2509819;R-ALL-29926;R-ALL-5336432
C00306	Bradykinin	C50H73N15O11	MNXM2505	cpd00255		132988;3165		5038	
C00307	CDP-choline	C14H26N4O11P2	MNXM1103046	cpd00256	cdpchol	16436;49086;58779	CDP-CHOLINE	2012	R-ALL-1524060
C00308	Canavanine	C5H12N4O3	MNXM12052	cpd00257		405237;609827;78902	CANAVANINE	5039	
C00309	D-Ribulose	C5H10O5	MNXM735688	cpd05268		28552			
C00310	D-Xylulose	C5H10O5	MNXM731280			144889			
C00311	Isocitrate	C6H8O7	MNXM89661	cpd00260	icit	16087;30887;36453;36454	Isocitrate	2013	
C00312	L-Xylulose	C5H10O5	MNXM727820			165240			
C00313	Oxalyl-CoA	C23H36N7O19P3S	MNXM618	cpd00262	oxalcoa	15535;57388	OXALYL-COA	2014	
C00314	Pyridoxine	C8H11NO3	MNXM419	cpd00263	pydxn	16709	PYRIDOXINE	2015	R-ALL-965053
C00315	Spermidine	C7H19N3	MNXM124	cpd00264	spmd	16610;57834	SPERMIDINE	3088	R-ALL-141324;R-ALL-204635;R-ALL-549222
C00317	Amylopectin	C30H52O26	MNXM733407						
C00318	L-Carnitine	C7H15NO3	MNXM1105737	cpd00266	crn	16347;39547	CARNITINE	1328	
C00319	Sphingosine	C18H37NO2	MNXM1107914	cpd00267	sphings	16393;26743;46964;57756	SPHINGOSINE	25670;5042	R-ALL-1606588;R-ALL-1606609;R-ALL-428193;R-ALL-428248;R-ALL-428662;R-ALL-428682
C00320	Thiosulfate	HS2O3	MNXM1094289	cpd00268	HC01501;thios;tsul	16094;29279;33539;33542;5587	S2O3	5043	R-ALL-1614595
C00322	2-Oxoadipate	C6H8O5	MNXM263	cpd00269	2oxoadp	15753;57499	2K-ADIPATE	2016	R-ALL-113577;R-ALL-70951
C00323	Caffeoyl-CoA	C30H42N7O19P3S	MNXM443	cpd00270	caffcoa	15518;57372;87136;87449	CAFFEOYL-COA	2017	
C00324	Ferricyanide	C6FeN6	MNXM729731	cpd00271		5020	CPD-10145	2018	
C00325	GDP-L-fucose	C16H25N5O15P2	MNXM1106003	cpd23744;cpd27127	gdpfuc	13332;17009;57273;57984	CPD-13118	1562;29056	R-ALL-1463452;R-ALL-205683;R-ALL-742368
C00326	Glycoprotein		MNXM39799	cpd00273;cpd01752		17089		5045	
C00327	L-Citrulline	C6H13N3O3	MNXM732471	cpd00274	citr__L	16349;57743	L-CITRULLINE	1329	R-ALL-113567;R-ALL-29968
C00328	L-Kynurenine	C10H12N2O3	MNXM733142	cpd00275;cpd01183;cpd30794	Lkynr	16946;28683;57959;67008;67010	CPD-14736	5046	R-ALL-29970;R-ALL-893607
C00329	D-Glucosamine	C6H13NO5	MNXM1105684	cpd00276;cpd05263;cpd27103	gam	140810;28393;47977;58723	CPD-12539;GLUCOSAMINE	10446;1591;1592	
C00330	Deoxyguanosine	C10H13N5O4	MNXM647	cpd00277	dgsn	17172	DEOXYGUANOSINE	1869	R-ALL-109328;R-ALL-109729
C00331	Indolepyruvate	C11H9NO3	MNXM315	cpd00278	indpyr	17640;29750	INDOLE_PYRUVATE	5047	R-ALL-893599
C00332	Acetoacetyl-CoA	C25H40N7O18P3S	MNXM1103802	cpd00279	aacoa	15345;57286	ACETOACETYL-COA	2019;28134	R-ALL-191293;R-ALL-73871
C00333	D-Galacturonate	C6H10O7	MNXM1106181	cpd00280;cpd05262		4153;47954;75525;85312	CPD-12524;D-Galactopyranuronate	2020	
C00334	4-Aminobutanoate	C4H9NO2	MNXM192	cpd00281	4abut	16865;30566;59888	4-AMINO-BUTYRATE	2021	R-ALL-352003;R-ALL-352011;R-ALL-428571;R-ALL-916850;R-ALL-936479
C00337	(S)-Dihydroorotate	C5H6N2O4	MNXM252	cpd00282	dhor__S	17025;30864	DI-H-OROTATE	2022	R-ALL-76630
C00338	Lipopolysaccharide		MNXM738757						
C00339	Long-chain alcohol	CH3OR	MNXM731261						
C00340	Reduced rubredoxin		MNXM739109						
C00341	Geranyl diphosphate	C10H20O7P2	MNXM100	cpd00283;cpd03476	grdp	17211;58057	GERANYL-PP	1846;5050	R-ALL-191409
C00342	Thioredoxin	C10H14N4O4S2R4	MNXM741334	cpd11421	trdrd				
C00343	Thioredoxin disulfide	C10H12N4O4S2R4	MNXM729077						
C00344	Phosphatidylglycerol	C8H13O10PR2	MNXM1107660						
C00345	6-Phospho-D-gluconate	C6H13O10P	MNXM734080	cpd00284	6pgc	16863;48928;58759	CPD-2961	2024;22801	R-ALL-29996
C00346	Ethanolamine phosphate	C2H8NO4P	MNXM187	cpd00285	ethamp	17553;36711;58190	PHOSPHORYL-ETHANOLAMINE	2025	R-ALL-428686
C00347	Long-chain carboxylate	C3H5O2R	MNXM726857						
C00348	all-trans-Undecaprenyl phosphate	C55H91O4P	MNXM733032	cpd00286		16141;57654	UNDECAPRENYL-P	2026	
C00349	2-Methyl-3-oxopropanoate	C4H6O3	MNXM305	cpd00287;cpd23282	2mop	16256;57700	CPD-12179	2027	R-ALL-30004
C00350	Phosphatidylethanolamine	C7H12NO8PR2	MNXM115	cpd11456	pe_hs	16038;45210;57613		5052	R-ALL-1500581;R-ALL-1524083;R-ALL-1602375;R-ALL-3234112;R-ALL-939760;R-ALL-947595
C00351	5'-Phosphooligonucleotide	C10H19O14P3R2(C5H8O5PR)n	MNXM741573						
C00352	D-Glucosamine 6-phosphate	C6H14NO8P	MNXM1104065	cpd00288;cpd23898	gam6p	15873;47987;58725;75989	CPD-13469;D-GLUCOSAMINE-6-P	1372;25299	R-ALL-449701
C00353	Geranylgeranyl diphosphate	C20H36O7P2	MNXM728266	cpd00289	ggdp	48861;58756	GERANYLGERANYL-PP	5054	
C00354	D-Fructose 1,6-bisphosphate	C6H14O12P2	MNXM1106095	cpd00290;cpd19036	fdp	28013;32966;37736;49299	FRUCTOSE-16-DIPHOSPHATE	1465;20960;26	R-ALL-30014
C00355	3,4-Dihydroxy-L-phenylalanine	C9H11NO4	MNXM279	cpd00291	34dhphe	15765;57504;67012	L-DIHYDROXY-PHENYLALANINE	2028	R-ALL-209849;R-ALL-5668568
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	C27H44N7O20P3S	MNXM1104235	cpd00292	hmgcoa	11814;15467;43074	3-HYDROXY-3-METHYL-GLUTARYL-COA	2029	R-ALL-191374;R-ALL-70784;R-ALL-73917
C00357	N-Acetyl-D-glucosamine 6-phosphate	C8H16NO9P	MNXM1105999	cpd00293;cpd35349	acgam6p	15784;57513	CPD-16168;N-ACETYL-D-GLUCOSAMINE-6-P	1676;24986	R-ALL-449703
C00360	dAMP	C10H14N5O6P	MNXM432	cpd00294	damp	17713;58245	DAMP	62	R-ALL-109295;R-ALL-109386;R-ALL-109732
C00361	dGDP	C10H15N5O10P2	MNXM436	cpd00295	dgdp	28862;58595	DGDP	1677	R-ALL-110092;R-ALL-110680
C00362	dGMP	C10H14N5O7P	MNXM736654	cpd00296	dgmp	16192;57673	DGMP	64	R-ALL-109327;R-ALL-109730
C00363	dTDP	C10H16N2O11P2	MNXM152	cpd00297	dtdp	18075;58369	DTDP-GROUP;TDP	1333	R-ALL-110095;R-ALL-110720
C00364	dTMP	C10H15N2O8P	MNXM257	cpd00298	dtmp	17013;46960;63528	TMP	65	R-ALL-109292;R-ALL-109366;R-ALL-109509
C00365	dUMP	C9H13N2O8P	MNXM234	cpd00299	dump	17622;246422	DUMP	1334	R-ALL-109382;R-ALL-109510;R-ALL-500742
C00366	Urate	C5H4N4O3	MNXM1105965	cpd00300;cpd34618	urate	17775;46811;46814;46817;46821;46822;46823;46824;46825;46826;62585;62589	CPD-15041;CPD-15332;URATE	1870	R-ALL-30034;R-ALL-429056
C00367	Casein		MNXM733329						
C00369	Starch	(C12H20O10)n	MNXM725902						
C00370	Sterol	C17H28O	MNXM729150	cpd00301;cpd01808				5056	
C00371	Zeatin	C10H13N5O	MNXM733189	cpd00302		15333;16522	CPD-4210	28401;5057	
C00372	Dextran	(C12H20O10)n	MNXM733421						
C00373	Elastin		MNXM119485	cpd00303		177837;4767			
C00374	Heparin	(C26H40N2O36S5)n	MNXM727246						
C00375	RCH2NH2	CH4NR	MNXM730109			17062;58001;87901;87910;88332	Aliphatic-Amines;Alkylamines;Aralkylamines		
C00376	Retinal	C20H28O	MNXM1105990	cpd00304	retinal	17898	RETINAL		R-ALL-2466098;R-ALL-30048;R-ALL-5623648;R-ALL-975622
C00377	Steroid		MNXM739431						
C00378	Thiamine	C12H17N4OS	MNXM730135	cpd00305	thm	18385;49107	THIAMINE		R-ALL-196934;R-ALL-199622
C00379	Xylitol	C5H12O5	MNXM737068	cpd00306	xylt	17151	XYLITOL	2033	
C00380	Cytosine	C4H5N3O	MNXM761	cpd00307	csn	16040	CYTOSINE	58	R-ALL-83918;R-ALL-83924
C00381	Dolichol	C20H36O(C5H8)n	MNXM147098		dolichol__L	16091			R-ALL-449221
C00383	Malonate	C3H4O4	MNXM730881	cpd00308;cpd12000;cpd12448	HC00319	15792;30794;30795	MALONATE	2035	
C00384	Neomycin	C12H25N4O5R	MNXM725888	cpd11664					
C00385	Xanthine	C5H4N4O2	MNXM174	cpd00309	xan	15318;17712;48517	XANTHINE	1871	R-ALL-30064
C00386	Carnosine	C9H14N4O3	MNXM726951	cpd00310;cpd15836	carn	15727;57485;66874	CARNOSINE	5064	
C00387	Guanosine	C10H13N5O5	MNXM1103400	cpd00311	gsn	16750	GUANOSINE	1872	R-ALL-727743;R-ALL-83920;R-ALL-83926
C00388	Histamine	C5H9N3	MNXM635	cpd00312	hista	18295;58432	HISTAMINE	5065	R-ALL-175992;R-ALL-390899;R-ALL-444149
C00389	Quercetin	C15H10O7	MNXM620	cpd00313	quc	16243;57694	CPD-520	5066	
C00390	Ubiquinol	C14H20O4(C5H8)n	MNXM90307						
C00391	Calmodulin		MNXM92158	cpd11666					
C00392	Mannitol	C6H14O6	MNXM1104590	cpd00314	mnl	16899	MANNITOL	2037;3932	
C00393	Fibrinogen		MNXM5157	cpd11667;cpd27069			Fibrinogen	5067	
C00394	GDP-glucose	C16H25N5O16P2	MNXM731345	cpd00315		17383;58127;62230;62254	GDP-D-GLUCOSE	1532;29052;3921	
C00395	Penicillin	C9H11N2O4SR	MNXM96383	cpd27778	pencil	17334;51356	PENICILLIN		
C00396	Pyrimidine	C4H4N2	MNXM1094080	cpd00316;cpd27827;cpd28006	pyrimid	16898	PYRIMIDINE-RING;Pyrimidines		
C00397	Tobramycin	C18H37N5O9	MNXM95926	cpd00317		28864;73678	CPD-14154	5069	
C00398	Tryptamine	C10H12N2	MNXM806	cpd00318	trypta	16765;57887	TRYPTAMINE	5070	
C00399	Ubiquinone	C14H18O4(C5H8)n	MNXM731777			16389			
C00400	(-)-Menthol	C10H20O	MNXM1346	cpd00319		15409	--MENTHOL	2040	
C00401	Chondroitin	(C14H21NO11)n	MNXM741364						
